
(vret_env) C:\Users\Shayan\Desktop\NICS\acrophobia\shayan_code\vret_pipeline>python vret_server_v2.py
Starting VRET biofeedback server v2 (procedural)...
[LSL] searching for OpenSignals stream...
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{3BDC3AB1-4EF3-4CC8-8BAE-BB2AC2CAEB34}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{54921B9A-D779-4B2B-8820-1CE578EBA38A}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{ED154277-1459-47EB-AF78-151677F44DD4}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{DE25D8FA-C1F1-4A02-BF65-B86B6B10F338}' (status: 1, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 17
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{327421B6-9D15-4A91-BCBC-85D1C378F4EB}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.597s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{6575BA6E-BB71-11F0-BCDF-806E6F6E6963}' (status: 1, multicast: 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]         api_config.cpp:126   INFO| Loaded default config
name=OpenSignals | type=00:07:80:0F:31:9C | ch=3 | rate=1000.0 | source=OpenSignals
2026-06-01 22:13:08.459 (   4.617s) [         8352EE6]             common.cpp:78    INFO| git:64988c6a14b8dc3b3f270ece58eab4f480bfab43/branch:refs/tags/v1.17.7/build:Release/compiler:MSVC-19.29.30159.0/link:SHARED
[LSL] mapped by label -> EDA=ch1, ECG=ch2 (labels: ['DIGITAL', 'EDA', 'ECG']).

press enter to start the session (begins baseline from recording sample 0)
[CTRL] sent 'start' to fake stream at 127.0.0.1:5006
got 0 samples
got 13 samples| raw_EDA=3.8508 μS | HR=— BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.8569 μS | HR=89.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0885 μS | HR=89.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9676 μS | HR=89.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.6299 μS | HR=89.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9647 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.8209 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.8839 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0885 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0956 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.6434 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.6774 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9056 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9338 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0715 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9940 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.8707 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9680 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.8913 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9630 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0670 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.5452 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9748 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.4301 μS | HR=89.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0276 μS | HR=89.9 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.8359 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0748 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.8577 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9231 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0264 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1624 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9117 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1537 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1226 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9028 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9335 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0075 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1277 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0691 μS | HR=89.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0429 μS | HR=89.7 BPM | RMSSD=— ms
got 12 samples| raw_EDA=4.0443 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2876 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1480 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.7984 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9793 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3431 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.8919 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1232 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2322 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9923 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9082 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0935 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9696 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0982 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2135 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0578 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9139 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1851 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.7459 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9671 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1726 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.5337 μS | HR=88.2 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.3864 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.5326 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.6760 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.5780 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2690 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.4525 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.7896 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.5111 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9902 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0138 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9874 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9637 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1565 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1705 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0670 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.7308 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0914 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.4478 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0518 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9912 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9859 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1974 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2197 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9548 μS | HR=88.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0970 μS | HR=88.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0838 μS | HR=88.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0497 μS | HR=88.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2643 μS | HR=88.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1393 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9810 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3944 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1518 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.7134 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0240 μS | HR=88.6 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.0158 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9547 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1828 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2045 μS | HR=88.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0481 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.4835 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1573 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2439 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1253 μS | HR=88.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1795 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0660 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.4063 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.3227 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.5538 μS | HR=88.8 BPM | RMSSD=— ms
got 12 samples| raw_EDA=2.6405 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.6493 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.5302 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.3834 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.4237 μS | HR=88.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.3415 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.5613 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.6793 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.6082 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.7611 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.4209 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.7876 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.5527 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1880 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.4809 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9132 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.3464 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.7407 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.6740 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.3189 μS | HR=88.1 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.3623 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.3834 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.3603 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.6901 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.7587 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.3037 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.6681 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.3252 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.3193 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.8121 μS | HR=87.5 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.1726 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.7192 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0609 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0311 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0192 μS | HR=87.5 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1822 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2071 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1170 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0894 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0935 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1717 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9798 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0074 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2033 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2281 μS | HR=87.0 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9271 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2308 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9777 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0511 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3555 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1379 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2293 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2218 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0606 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1371 μS | HR=86.6 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.2470 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.4138 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1187 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1379 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0464 μS | HR=86.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1066 μS | HR=86.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1379 μS | HR=86.2 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.3295 μS | HR=86.2 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.1360 μS | HR=86.2 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.5317 μS | HR=86.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1053 μS | HR=86.2 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.2903 μS | HR=86.2 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.1684 μS | HR=86.2 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.7009 μS | HR=86.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1062 μS | HR=86.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9929 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0590 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2682 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2045 μS | HR=85.8 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.6219 μS | HR=85.8 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.1107 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9964 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0823 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3268 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2090 μS | HR=85.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.5504 μS | HR=85.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2721 μS | HR=85.6 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.0297 μS | HR=85.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0341 μS | HR=85.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2286 μS | HR=85.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2423 μS | HR=85.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2196 μS | HR=85.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2503 μS | HR=85.6 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.8515 μS | HR=85.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0667 μS | HR=85.6 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.9236 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0601 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.5123 μS | HR=87.7 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.1244 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.7689 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1086 μS | HR=87.7 BPM | RMSSD=— ms
got 12 samples| raw_EDA=4.0297 μS | HR=87.7 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.0355 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2744 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2354 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1403 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2551 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1351 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0420 μS | HR=87.8 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.3105 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2628 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3580 μS | HR=87.8 BPM | RMSSD=— ms
got 12 samples| raw_EDA=4.2960 μS | HR=87.8 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.5969 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.9325 μS | HR=87.8 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.4029 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.7646 μS | HR=87.8 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.1440 μS | HR=87.8 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.3363 μS | HR=87.8 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.8473 μS | HR=87.8 BPM | RMSSD=— ms
got 13 samples| raw_EDA=2.8562 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0838 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1059 μS | HR=87.7 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.3406 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1962 μS | HR=87.7 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.7100 μS | HR=87.6 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.3404 μS | HR=87.6 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.7776 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0660 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3264 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1587 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2688 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2614 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0016 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0649 μS | HR=87.6 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3337 μS | HR=87.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0812 μS | HR=87.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3472 μS | HR=87.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1601 μS | HR=87.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9451 μS | HR=87.4 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1059 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9957 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1974 μS | HR=87.7 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.3139 μS | HR=87.7 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2197 μS | HR=87.7 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.9680 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2582 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0353 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0452 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3167 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2548 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2751 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2752 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0148 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0386 μS | HR=87.9 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.3112 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1561 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2335 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2510 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0342 μS | HR=88.2 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.0712 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0457 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0868 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3729 μS | HR=88.2 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.2218 μS | HR=88.2 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9926 μS | HR=87.9 BPM | RMSSD=— ms
got 12 samples| raw_EDA=4.1459 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0287 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0479 μS | HR=87.9 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.4200 μS | HR=87.9 BPM | RMSSD=— ms
got 12 samples| raw_EDA=4.2142 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2304 μS | HR=87.9 BPM | RMSSD=— ms
got 12 samples| raw_EDA=4.2447 μS | HR=87.9 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.9787 μS | HR=87.9 BPM | RMSSD=— ms
got 12 samples| raw_EDA=3.0878 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3992 μS | HR=87.9 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.1010 μS | HR=87.9 BPM | RMSSD=— ms
got 14 samples| raw_EDA=3.2716 μS | HR=87.9 BPM | RMSSD=— ms
got 14 samples| raw_EDA=4.1168 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9923 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.0507 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.0946 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.4464 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1960 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9062 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1220 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3046 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.1920 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.9975 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1107 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.3174 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.1863 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=3.2470 μS | HR=87.9 BPM | RMSSD=— ms
got 13 samples| raw_EDA=4.2360 μS | HR=87.9 BPM | RMSSD=— ms
